Ordre;Varenummer;Varenavn;Labels;Leveret;Individ;Klargøring;Individ varenummer;Model;Navn
0732543;VELA;VELA - Disk montre - LED lys - 5 Hylder;1,00;1,00;VELA;Nej;VELA;VELA;VELA - Disk montre - LED lys - 5 Hylder
0732543;SAGA 90 M 0 STS;Saga 90 M - 3 flytbare hylder - RUSTFRI;2,00;2,00;SAGA 90 M 0 STS;Nej;SAGA 90 M 0 STS;SAGA 90 M 0 STS;Saga 90 M - 3 flytbare hylder - RUSTFRI
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
