Ordre;Varenummer;Varenavn;Labels;Leveret;Individ;Klargøring;Individ varenummer;Model;Navn
0728450;S 300 RYSG;Norcon 60 - hvid - 3 hylder;2,00;2,00;NORCON 60 HVID;Nej;NORCON 60 HVID;NORCON 60 HVID;Norcon 60 - hvid - 3 hylder
0728450;NEUTRAL 120CM XOE;Rustfri neutral disk 120 cm;1,00;1,00;NEUTRAL 120CM XOE;Nej;NEUTRAL 120CM XOE;NEUTRAL 120CM XOE;Rustfri neutral disk 120 cm
