Ordre;Varenummer;Varenavn;Labels;Leveret;Individ;Klargøring;Individ varenummer;Model;Navn
0732521;OFC 140 COCIO;OFC 140 - Convenience køler med 3 hylder;1,00;1,00;OFC 140 COCIO;Nej;OFC 140 COCIO;OFC 140 COCIO;OFC 140 - Convenience køler med 3 hylder
0732521;WALL 3GN TOP;WALL TOP 3GN - drop in unit med 3 hylder - ingen brønd;3,00;3,00;WALL 3GN TOP;Nej;WALL 3GN TOP;WALL 3GN TOP;WALL TOP 3GN - drop in unit med 3 hylder - ingen brønd
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
