Ordre;Varenummer;Varenavn;Labels;Leveret;Individ;Klargøring;Individ varenummer;Model;Navn
0731067;CUBE 1500 II SS;Georgia Cube 1500 Self service - convenience køler;2,00;2,00;CUBE 1500 II SS;Nej;CUBE 1500 II SS;CUBE 1500 II SS;Georgia Cube 1500 Self service - convenience køler
0731067;DELI 135-60 9005;DELI 135-60 - convenience køler - Sort/RAL 9005;4,00;4,00;DELI 135-60 9005;Nej;DELI 135-60 9005;DELI 135-60 9005;DELI 135-60 - convenience køler - Sort/RAL 9005
