Ordre;Varenummer;Varenavn;Labels;Leveret;Individ;Klargøring;Individ varenummer;Model;Navn
0731719;BAKE-OFF 60CM 711;Rustfri Bake-off disk 60 cm - model 711;1,00;1,00;BAKE-OFF 60CM 711;Nej;BAKE-OFF 60CM 711;BAKE-OFF 60CM 711;Rustfri Bake-off disk 60 cm - model 711
0731719;AHT MINI;Skaffe vare - AHT MINI - convenience køler - 82L;2,00;2,00;AHT MINI;Nej;AHT MINI;AHT MINI;Skaffe vare - AHT MINI - convenience køler - 82L
