Ordre;Varenummer;Varenavn;Labels;Leveret;Individ;Klargøring;Individ varenummer;Model;Navn
0731504;COLLY FLOWER 2000;COLLYFLOWER2000 - blomster køler glas 3 sider - 2 hylder;1,00;1,00;COLLY FLOWER 2000;Nej;COLLY FLOWER 2000;COLLY FLOWER 2000;COLLYFLOWER2000 - blomster køler glas 3 sider - 2 hylder
0731504;Coolio Plus;Coolio Plus;2,00;2,00;Coolio Plus;Nej;Coolio Plus;Coolio Plus;Coolio Plus
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
