Ordre;Varenummer;Varenavn;Labels;Leveret;Individ;Klargøring;Individ varenummer;Model;Navn
0732459;OFC 190;OFC 190 med 2 hylder - 260L;3,00;3,00;OFC 190;Nej;OFC 190;OFC 190;OFC 190 med 2 hylder - 260L
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
