Leverandør;Varenummer;Højde;Dybde;Bruttohøjde;Bruttodybde;Bruttobredde;Bredde;Varenavn;Søgenavn;Varegruppe;Varetype;LøftesAlene;Løfter;FlytteTid;Fyld (m3)
91518801;NORCON 150 120A SILV;;;1.300,00;660;1.200,00;;Norcon 150 120a silver;Conveniencekøler;1030;Vare;Nej;Ja;10;1,0296
91518801;NORCON 60 HVID;;;1.300,00;660;1.200,00;;Norcon 60 - hvid - 3 hylder;Conveniencekøler;1030;Vare;Nej;Ja;10;1,0296
91518801;NORCON 60 RYNKE S;;;1.300,00;660;1.200,00;;NORCON 60 RYNKE S;Conveniencekøler;1030;Stykliste;Nej;Ja;10;1,0296
91518801;NORCON 60 SILVER;;;1.300,00;660;600;;Norcon 60 - silver - 3 hylder;Conveniencekøler;1030;Vare;Ja;Ja;5;0,5148
91518801;NORCON 60 TROPI S;;;1.300,00;660;600;;NORCON 60 TROPI S;Conveniencekøler;1030;Stykliste;Ja;Ja;5;0,5148
91518801;NORCON 90 7031;;;1.300,00;660;600;;NORCON 90 7031 - ral 7031;Conveniencekøler;1030;Vare;Ja;Ja;5;0,5148
91518801;NORCON 90 HVID;;;1.300,00;660;600;;Norcon 90 - hvid - 3 hylder;Conveniencekøler;1030;Vare;Ja;Ja;5;0,5148
91518801;NORCON 90 RYNKE S;;;1.300,00;660;600;;NORCON 90 RYNKE S;Conveniencekøler;1030;Stykliste;Ja;Ja;5;0,5148
91518801;NORCON 90 SILVER;;;1.300,00;660;880;;Norcon 90 - silver - 3 hylder;Conveniencekøler;1030;Vare;Ja;Ja;5;0,75504
91518801;NORCON 90 TROPI S;;;1.300,00;660;880;;NORCON 90 TROPI S;Conveniencekøler;1030;Stykliste;Ja;Ja;5;0,75504
91518801;NORCON 90A M RF;;;1.300,00;660;880;;Norcon 90 - rustfri - 3 hylder;Conveniencekøler;1030;Vare;Ja;Ja;5;0,75504
91518801;NORCON 90A M RF A;;;1.300,00;660;880;;Norcon 90A M RF ombygget til Saga højde;Conveniencekøler;1030;Stykliste;Ja;Ja;5;0,75504
91518801;NORCON-150-90A-M HVI;;;1.300,00;660;880;;NORCON-150-90-M - højde 150 - hvid;Conveniencekøler;1030;Vare;Ja;Ja;5;0,75504
91518801;NORCON-150-90A-M SIL;;;1.300,00;660;880;;NORCON-150-90-M - højde 150 - silver;Conveniencekøler;1030;Vare;Ja;Ja;5;0,75504
72425571;OFC 140 COCIO;;;1.300,00;660;880;;OFC 140 - Convenience køler med 3 hylder;Convenience køler;1030;Vare;Ja;Ja;5;0,75504
72425571;OFC 190;;;1.473,00;700;780;;OFC 190 med 2 hylder - 260L;Conveniencekøler;1030;Vare;Ja;Ja;5;0,804258
72425571;OFC 220;;;1.750,00;600;494;;OFC 220 med 3 hylder - 250L;Conveniencekøler;1030;Vare;Ja;Ja;5;0,5187
43961960;OFC 220 CULT S;;;1.750,00;600;494;;OFC 220 - CULT dekoration lystop;OFC220/CULT;1030;Stykliste;Ja;Ja;5;0,5187
72425571;OFC 220 S WISH S;;;1.750,00;600;494;;OFC 220 med dekoration WISH og 3 hylder - 250L;Conveniencekøler;1030;Stykliste;Ja;Ja;5;0,5187
72425571;OFC 220 VITZ S;;;1.750,00;600;494;;OFC 220 med 3 hylder - 250L - dekoration VITZ;Conveniencekøler;1030;Stykliste;Ja;Ja;5;0,5187
72425571;OFC 380;;;1.750,00;600;494;;OFC 380 med 3 hylder - 380L;Conveniencekøler;1030;Vare;Ja;Ja;5;0,5187
558442331;OHIO LEFT;;;635;630;1.210,00;;OHIO diskkøler - komp. venstre side - 2 hylder;Convenience;1030;Vare;Nej;Ja;5;0,4840605
558442331;OHIO SS RIGHT;;;635;630;1.210,00;;OHIO diskkøler - komp. højre side - 2 hylder - SS;Convenience;1030;Vare;Nej;Ja;5;0,4840605
657038870;OPEN FR 90CM;;;635;630;1.210,00;;Rustfri open front disk 90 cm;S869056;1030;Vare;Nej;Ja;5;0,4840605
657038870;OPEN FR 90CM 711;;;635;630;1.210,00;;Rustfri open front disk 90 cm - model 711;S869007;1030;Vare;Nej;Ja;5;0,4840605
657038870;OPEN FR 90CM 711E;;;635;630;1.210,00;;Rustfri open front disk 90 cm - model 711;S869007;1030;Vare;Nej;Ja;5;0,4840605
657038870;OPEN FR 90CM XOE;;;635;630;1.210,00;;Rustfri open front disk 90 cm;S869051;1030;Vare;Nej;Ja;5;0,4840605
48146149348;OPERA 1200;;;1.221,00;700;1.200,00;;OPERA 1200 SP - sandwich med skrå køleopsats;OPERA;1030;Vare;Nej;Ja;10;1,02564
48146149348;OPERA 1200 B CR L;;;1.221,00;700;1.200,00;;OPERA 1200 B - Chrome - RET GLAS - 7-11 - 5 skuffer/1 dør;Pølsedisk;1030;Vare;Nej;Ja;10;1,02564
48146149348;OPERA 1200 BO M 9005;;;1.360,00;745;1.200,00;;OPERA 1200 BO M - SORT - Convenience køler - BAKE OFF;Conveniencekøler;1030;Vare;Nej;Ja;10;1,21584
48146149348;OPERA 1200 BO M HVID;;;1.360,00;745;1.200,00;;OPERA 1200 BO M -HVID - Convenience køler - BAKE OFF;Conveniencekøler;1030;Vare;Nej;Ja;10;1,21584
48146149348;OPERA 1200 BO M KROM;;;1.360,00;745;1.200,00;;OPERA 1200 BO M - KROM - Convenience køler - BAKE OFF;Conveniencekøler;1030;Vare;Nej;Ja;10;1,21584
48146149348;OPERA 1200 SO M RETR;;;1.360,00;745;1.200,00;;OPERA 1200 SO M RETRO - sort convenience disk RETRO;Convenience;1030;Vare;Nej;Ja;10;1,21584
48146149348;OPERA 1200 SP_T;;;1.360,00;745;1.200,00;;OPERA 1200 SP/T - pølsedisk med skrå glas - rustfri;Pølsedisk;1030;Vare;Nej;Ja;10;1,21584
48146149348;OPERA 1200 SR-T CR;;;1.360,00;745;1.200,00;;OPERA 1200 SR/T - pølsedisk med skrå glas - Chrome - PLUG IN;Pølsedisk;1030;Vare;Nej;Ja;10;1,21584
48146149348;OPERA 1200 SR-T CR R;;;1.360,00;745;1.200,00;;OPERA 1200 SR/T - pølsedisk med skrå glas - Chrome - REMOTE;Pølsedisk;1030;Vare;Nej;Ja;10;1,21584
48146149348;OPERA 1200 SR-T CR S;;;1.360,00;745;1.200,00;;OPERA 1200 SR/T - pølsedisk med skrå glas - Chrome - PLUG IN;Pølsedisk;1030;Stykliste;Nej;Ja;10;1,21584
406170001;OPERA 1200 SS M HVID;;;1.360,00;745;1.200,00;;OPERA 1200 SS M - HVID - Convenience selvbetjeningskøler;Conveniencekøler;1030;Vare;Nej;Ja;10;1,21584
406170001;OPERA 1200 SSO M9005;;;1.360,00;745;1.200,00;;OPERA 1200 SSO M - SORT - Convenience selvbetjeningskøler;Conveniencekøler;1030;Vare;Nej;Ja;10;1,21584
48146149348;OPERA 1600;;;1.360,00;745;1.600,00;;OPERA 1600 - pølsedisk med lige glas - rustfri;Pølsedisk/OPERA;1030;Vare;Nej;Ja;15;1,62112
48146149348;OPERA 1600 FRONT;;;1.360,00;745;1.600,00;;Opera 1600 - frontkøler til pølsedisk;OPERA;1030;Vare;Nej;Ja;15;1,62112
48146149348;OPERA 1600 REM;;;1.360,00;745;1.600,00;;OPERA 1600 REMOTE - pølsedisk med lige glas - rustfri;Pølsedisk/OPERA;1030;Vare;Nej;Ja;15;1,62112
48146149348;OPERA 1600 SP_T;;;1.360,00;745;1.600,00;;OPERA 1600 SP/T - pølsedisk med skrå glas - rustfri;Pølsedisk;1030;Vare;Nej;Ja;15;1,62112
48146149348;OPERA 2000 FRONT;;;1.360,00;745;2.000,00;;Opera 2000 - frontkøler til pølsedisk;OPERA;1030;Vare;Nej;Ja;15;2,0264
48146149348;OPERA 2000 HOTDOG;;;1.360,00;745;2.000,00;;OPERA 2000 HOTDOG - pølsedisk med lige forkant;Pølsedisk;1030;Vare;Nej;Ja;15;2,0264
558442331;OPERA 600 BO KROM;;;1.360,00;745;600;;OPERA 600 BO KROM - 3 hylder og LED lys;Convenience;1030;Vare;Ja;Ja;5;0,60792
406170001;OPERA 600 BOM CH RET;;;1.360,00;745;600;;Opera 600 BO - Bake-off - Chrome - RET GLAS - 7-11;Conveniencekøler;1030;Vare;Ja;Ja;5;0,60792
406170001;OPERA 600 BOM CH TIL;;;1.360,00;745;600;;Opera 600 BO - Bake-off - Chrome - SKRÅ GLAS - 7-11;Conveniencekøler;1030;Vare;Ja;Ja;5;0,60792
406170001;OPERA 600 HOT CH RET;;;1.360,00;745;600;;OPERA 600 HOT - Chrome - RET GLAS - 7-11;Conveniencekøler;1030;Vare;Ja;Ja;5;0,60792
406170001;OPERA 600 HOT CH TIL;;;1.360,00;745;600;;OPERA 600 HOT - Chrome - TILTET GLAS - 7-11;Conveniencekøler;1030;Vare;Ja;Ja;5;0,60792
406170001;OPERA 600 SOM CH RET;;;1.360,00;745;600;;Opera 600 SO - køledisk - Chrom - RET GLAS - 7-11;Conveniencekøler;1030;Vare;Ja;Ja;5;0,60792
558442331;OPERA 600 SOM KROM;;;1.360,00;745;600;;OPERA 600 SOM KROM - 3 hylder og LED lys;Convenience;1030;Vare;Ja;Ja;5;0,60792
558442331;OPERA 900 BO KROM;;;1.360,00;750;900;;OPERA 900 BO KROM - 3 hylder og LED lys;Convenience;1030;Vare;Ja;Ja;10;0,918
406170001;OPERA 900 BO M 9005;;;1.360,00;745;900;;OPERA 90 BO M -SORT - Convenience køler;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 BO M CH BR;;;1.360,00;745;900;;OPERA 900 BO Chrome med skrå glas - REMOTE;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 BO M CR L;;;1.360,00;745;900;;Opera 900 BO - Bake-off - Chrome - RET GLAS - 7-11;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 BO M HVID;;;1.360,00;745;900;;OPERA 90 BO M -HVID - Convenience køler;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 BO M KROM;;;1.360,00;745;900;;OPERA 900 BO M - KROM med skrå frontglas;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 HOT CR B;;;1.360,00;745;900;;OPERA 900 HOT - Chrome - SKRÅ GLAS - 7-11;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 HOT CR L;;;1.360,00;745;900;;OPERA 900 HOT - Chrome - RET GLAS - 7-11;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
558442331;OPERA 900 HOT KROM;;;1.360,00;745;900;;OPERA 900 HOT KROM - 3 hylder og lys 830;Convenience;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 SO M 9005;;;1.360,00;745;900;;OPERA 900 SO M -SORT - Convenience køler med 3 hylder;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 SO M HVID;;;1.360,00;745;900;;OPERA 900 SO M -HVID - Convenience køler med 3 hylder;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 SO M KROM;;;1.360,00;745;900;;Opera 900 SO - køledisk - KROM - RET GLAS - 7-11;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
558442331;OPERA 900 SOM KROM;;;1.360,00;750;900;;OPERA 900 SOM KROM - 3 hylder og LED lys;Convenience;1030;Vare;Ja;Ja;10;0,918
406170001;OPERA 900 SS M HVID;;;1.360,00;745;900;;OPERA 900 SS M - HVID - Convenience selvbetjeningskøler;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 SS M KROM;;;1.360,00;745;900;;OPERA 900 SS M - KROM - Convenience selvbetjeningskøler;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 SSO M 9005;;;1.360,00;745;900;;OPERA 900 SSO M - SORT - Convenience selvbetjeningskøler;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
406170001;OPERA 900 SSO M STS;;;1.360,00;745;900;;OPERA 900 SSO M - Rustfri - Convenience selvbetjeningskøler;Conveniencekøler;1030;Vare;Ja;Ja;10;0,91188
657038870;POLSEDISK 120CM;;;1.360,00;745;1.200,00;;Rustfri pølsedisk 120 cm - S851242;S851242;1030;Vare;Nej;Ja;15;1,21584
657038870;POLSEDISK 120CM 711;;;1.360,00;745;1.200,00;;Rustfri pølsedisk 120 cm - model 711;S851246;1030;Vare;Nej;Ja;15;1,21584
657038870;POLSEDISK 120CM XO;;;1.360,00;745;1.200,00;;Pølsedisk 120 cm - Krom med 6 x 1/9GN - 100;S851248;1030;Vare;Nej;Ja;15;1,21584
657038870;POLSEDISK 120CME;;;1.360,00;745;1.200,00;;Rustfri pølsedisk 120 cm - S851244;S851244;1030;Vare;Nej;Ja;15;1,21584
657038870;POLSEDISK 160CM 711;;;1.360,00;745;1.600,00;;Rustfri pølsedisk 160 cm - model 711;S861674;1030;Vare;Nej;Ja;15;1,62112
;RS909100 S;;;950;750;900;;Neutral disk model OK;RS909100;1030;Stykliste;Ja;Ja;5;0,64125
2323767223;S 300 RYSG;;;950;750;900;;S 300 RYSG  - kølemontre med 2 skydedøre i front - lukket ba;Conveniencekøler;1030;Vare;Ja;Ja;5;0,64125
91518801;SAGA 135M EG GULD;;;1.256,00;770;1.350,00;;Saga 135 M - 3 flytbare hylder - EG/GULD;Conveniencekøler;1030;Vare;Nej;Ja;15;1,305612
91518801;SAGA 135M RUSTFRI;;;1.350,00;770;1.350,00;;Saga 135 M - 3 flytbare hylder - RUSTFRI;Conveniencekøler;1030;Vare;Nej;Ja;15;1,403325
91518801;SAGA 135M-HC EG GULD;;;1.256,00;770;1.350,00;;Saga 135 M - 3 flytbare hylder - EG/GULD - fugtighedsstyring;Conveniencekøler;1030;Vare;Nej;Ja;15;1,305612
91518801;SAGA 135M-HC RUSTFRI;;;1.256,00;770;1.350,00;;Saga 135 M - 3 flytbare hylder - RUSTFRI - fugtighedsstyring;Conveniencekøler;1030;Vare;Nej;Ja;15;1,305612
91518801;SAGA 135MW RUSTFRI S;;;1.256,00;770;1.350,00;;SAGA 135MW - RUSTFRI - combi;SAGA135;1030;Stykliste;Nej;Ja;15;1,305612
91518801;SAGA 135W EG GULD;;;1.256,00;770;1.350,00;;Saga 135 M - 3 flytbare hylder - EG/GULD;Conveniencekøler;1030;Vare;Nej;Ja;15;1,305612
91518801;SAGA 135W RUSTFRI;;;1.256,00;770;1.350,00;;Saga 135 W - 3 flytbare hylder - RUSTFRI;Conveniencekøler;1030;Vare;Nej;Ja;15;1,305612
91518801;SAGA 135W RUSTFRI S;;;1.256,00;770;1.350,00;;Saga 135 W - 3 flytbare hylder - RUSTFRI - med køleplader;Conveniencekøler;1030;Stykliste;Nej;Ja;15;1,305612
91518801;SAGA 90 M 0 STS;;;1.256,00;770;900;;Saga 90 M - 3 flytbare hylder - RUSTFRI;Convenience køler;1030;Vare;Ja;Ja;10;0,870408
91518801;SAGA 90 M 0 STS S;;;1.256,00;770;900;;SAGA 90 M STS - REMOTE ombygget internt -  convenience køler;Convenience;1030;Stykliste;Ja;Ja;10;0,870408
91518801;SAGA 90 M SELVBETJ.;;;1.256,00;770;900;;Saga 90 M - 3 flytbare hylder - RUSTFRI - selvbetjent;Convenience;1030;Vare;Ja;Ja;10;0,870408
91518801;SAGA 90 W RUSTFRI;;;1.256,00;770;900;;Saga 90 W - 3 flytbare hylder - RUSTFRI;Conveniencekøler;1030;Vare;Ja;Ja;10;0,870408
91518801;SAGA 90H EG GULD;;;1.256,00;770;900;;SAGA 90H EG GULD - 3 flytbare hylder - EG/GULD;Conveniencekøler;1030;Vare;Ja;Ja;10;0,870408
91518801;SAGA 90H RUSTFRI S;;;1.256,00;770;900;;Saga 90 HOT - 3 flytbare hylder - RUSTFRI - ombygget;Conveniencekøler;1030;Stykliste;Ja;Ja;10;0,870408
91518801;SAGA 90M EG GULD;;;1.256,00;770;900;;Saga 90 M - 3 flytbare hylder - EG/GULD;Conveniencekøler;1030;Vare;Ja;Ja;10;0,870408
91518801;SAGA 90M RUSTFRI;;;1.256,00;770;990;;Saga 90 M - 3 flytbare hylder - RUSTFRI;Conveniencekøler;1030;Vare;Ja;Ja;10;0,9574488
91518801;SAGA 90M-HC EG GULD;;;1.256,00;770;900;;Saga 90 M - 3 flytbare hylder - EG/GULD - fugtighedsstyring;Conveniencekøler;1030;Vare;Ja;Ja;10;0,870408
91518801;SAGA 90M-HC RUSTFRI;;;1.256,00;770;900;;Saga 90 M - 3 flytbare hylder - RUSTFRI - fugtighedsstyring;Conveniencekøler;1030;Vare;Ja;Ja;10;0,870408
91518801;SAGA 90W EG GULD;;;1.256,00;770;900;;Saga 90 M - 3 flytbare hylder - EG/GULD;Conveniencekøler;1030;Vare;Ja;Ja;10;0,870408
91518801;SAGA-EA-45-W RUSTFRI;;;1.256,00;770;900;;Saga-EA-45-W RUSTFRI - neutralt hjørne;Conveniencedisk;1030;Vare;Ja;Ja;10;0,870408
48122844141;SMART 90 HVID;;;1.400,00;705;900;;SMART 90 - Convenience køler m/ 2 hylder - hvid;Conveniencekøler;1030;Vare;Ja;Ja;10;0,8883
34935151415;VELA;;;640;620;700;;VELA - Disk montre - LED lys - 5 Hylder;Diskmontre;1030;Vare;Ja;Ja;10;0,27776
558442331;VIRGINIA 1000 SO;;;1.095,00;743;990;;VIRGINIA 1000 - convenience disk med 3 hylder;Convenience;1030;Vare;Ja;Ja;10;0,80544915
558442331;VIRGINIA 1000 SO DI;;;1.095,00;743;990;;VIRGINIA 1000 - convenience DROP-IN disk;Convenience;1030;Vare;Ja;Ja;10;0,80544915
558442331;VIRGINIA 1000 SO LOW;;;1.095,00;743;990;;VIRGINIA 1000 - convenience disk med 2 hylder;Convenience;1030;Vare;Ja;Ja;10;0,80544915
558442331;VIRGINIA 1000 SS;;;1.095,00;743;990;;VIRGINIA 1000 - convenience selvbetjeningsdisk med 3 hylder;Convenience;1030;Vare;Ja;Ja;10;0,80544915
39043485385;WALL 3GN RETRO;;;1.095,00;743;990;;WALL 3GN - drop in unit med 3 hylder - lige glas;CONVENIENCE;1030;Vare;Ja;Ja;10;0,80544915
39043485385;WALL 3GN TOP;;;1.095,00;743;990;;WALL TOP 3GN - drop in unit med 3 hylder - ingen brønd;CONVENIENCE;1030;Vare;Ja;Ja;10;0,80544915
;BA 20 S;;;900;520;900;;BA 20 S - Backbar - 2 Skyde døre - 196L;;1030;Vare;Ja;Ja;5;
;VCK 7210 M BAGKANT;;;980;700;1360;;VCK 7210 - Kølebord med bagkant - 2 Døre - 205L;;1030;Vare;Nej;Ja;15;
;OFC 220;;;1.750,00;600;494;;Åben Køler m/ 3 flytbare hylder og Froosh deko;Conveniencekøler;1030;Vare;Ja;Ja;10;
;BCDv 4313;;;1.990,00;644;600;;Disp. køleskab, 5 hylder, LED lys, og lås. 600x644x1990 mm;;1030;Vare;Ja;Ja;10;
;FKDV 4503 VW S;;;2.027,00;696;600;;Displaykøleskab 600x696x2027, 6 hylder, Vitamin Well deko;;1030;Vare;Ja;Ja;10;
