Ordre;Varenummer;Varenavn;Labels;Leveret;Individ;Klargøring;Individ varenummer;Model;Navn
0730452;CUBE 1000 II 9006;Georgia Cube 1000 - convenience køler - lige glas;1,00;1,00;CUBE 1000 II 9006;Nej;CUBE 1000 II 9006;CUBE 1000 II 9006;Georgia Cube 1000 - convenience køler - lige glas
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
