Ordre;Varenummer;Varenavn;Labels;Leveret;Individ;Klargøring;Individ varenummer;Model;Navn
0729787;VIRGINIA 1000 SO;VIRGINIA 1000 - convenience disk med 3 hylder;1,00;1,00;VIRGINIA 1000 SO;Nej;VIRGINIA 1000 SO;VIRGINIA 1000 SO;VIRGINIA 1000 - convenience disk med 3 hylder
0729787;HARMONY 146-60;HARMONY 146 - Impuls køler med 3 hylder;2,00;2,00;HARMONY 146-60;Nej;HARMONY 146-60;HARMONY 146-60;HARMONY 146 - Impuls køler med 3 hylder
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
