Ordre;Varenummer;Varenavn;Labels;Leveret;Individ;Klargøring;Individ varenummer;Model;Navn
0732402;NEUTRAL 60CM XOE;Rustfri neutral disk 60 cm;1,00;1,00;NEUTRAL 60CM XOE;Nej;NEUTRAL 60CM XOE;NEUTRAL 60CM XOE;Rustfri neutral disk 60 cm
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
